name	party	fj_avg	bc_avg
Andrzej GRZYB	Mouvement Démocrate	0.972509	0.986063
Andrzej GRZYB	Partido Popular	0.972509	0.986063
Andrzej GRZYB	Citizens for European Development of Bulgaria	0.972414	0.986014
Andrzej GRZYB	Socialdemokratiet	0.972414	0.986014
Andrzej GRZYB	Partit Nazzjonalista	0.969283	0.984402
Andrzej GRZYB	Sozialdemokratische Partei Deutschlands	0.962712	0.981002
Andrzej GRZYB	Forza Italia	0.962585	0.980936
Andrzej GRZYB	Partij van de Arbeid	0.962585	0.980936
Andrzej GRZYB	Sozialdemokratische Partei Österreichs	0.962585	0.980936
Agnieszka KOZŁOWSKA-RAJEWICZ	Partidul Naţional Liberal	0.973881	0.986767
Agnieszka KOZŁOWSKA-RAJEWICZ	Slovenska demokratska stranka	0.970370	0.984962
Agnieszka KOZŁOWSKA-RAJEWICZ	Nea Demokratia	0.956522	0.977778
Agnieszka KOZŁOWSKA-RAJEWICZ	Česká strana sociálně demokratická	0.949640	0.974170
Agnieszka KOZŁOWSKA-RAJEWICZ	Prawo i Sprawiedliwość	0.948905	0.973783
Agnieszka KOZŁOWSKA-RAJEWICZ	Freie Demokratische Partei	0.919861	0.958258
Agnieszka KOZŁOWSKA-RAJEWICZ	Citizens for European Development of Bulgaria	0.916667	0.956522
Agnieszka KOZŁOWSKA-RAJEWICZ	-1	0.913495	0.954792
Agnieszka KOZŁOWSKA-RAJEWICZ	Kansallinen Kokoomus	0.913495	0.954792
Agnieszka KOZŁOWSKA-RAJEWICZ	Moderaterna	0.913495	0.954792
Agnieszka KOZŁOWSKA-RAJEWICZ	Österreichische Volkspartei	0.913495	0.954792
Agnieszka KOZŁOWSKA-RAJEWICZ	Christlich-Soziale Union in Bayern e.V.	0.910345	0.953069
Agnieszka KOZŁOWSKA-RAJEWICZ	Partido Popular	0.910345	0.953069
Agnieszka KOZŁOWSKA-RAJEWICZ	Partija 'VIENOTIBA'	0.910345	0.953069
Agnieszka KOZŁOWSKA-RAJEWICZ	Platforma Obywatelska	0.910345	0.953069
Agnieszka KOZŁOWSKA-RAJEWICZ	Christlich Demokratische Union Deutschlands	0.907216	0.951351
Agnieszka KOZŁOWSKA-RAJEWICZ	Democraten 66	0.904110	0.949640
Agnieszka KOZŁOWSKA-RAJEWICZ	Fine Gael Party	0.904110	0.949640
Agnieszka KOZŁOWSKA-RAJEWICZ	United Kingdom Independence Party	0.904110	0.949640
Agnieszka KOZŁOWSKA-RAJEWICZ	Arbetarepartiet- Socialdemokraterna	0.903780	0.949458
Danuta JAZŁOWIECKA	Partidul Naţional Liberal	0.977444	0.988593
Danuta JAZŁOWIECKA	Slovenska demokratska stranka	0.966543	0.982987
Danuta JAZŁOWIECKA	Prawo i Sprawiedliwość	0.945055	0.971751
Danuta JAZŁOWIECKA	Nea Demokratia	0.938628	0.968343
Danuta JAZŁOWIECKA	Česká strana sociálně demokratická	0.931900	0.964750
Danuta JAZŁOWIECKA	Citizens for European Development of Bulgaria	0.906250	0.950820
Danuta JAZŁOWIECKA	-1	0.903114	0.949091
Danuta JAZŁOWIECKA	Kansallinen Kokoomus	0.903114	0.949091
Danuta JAZŁOWIECKA	Moderaterna	0.903114	0.949091
Danuta JAZŁOWIECKA	Österreichische Volkspartei	0.903114	0.949091
Danuta JAZŁOWIECKA	Freie Demokratische Partei	0.902778	0.948905
Danuta JAZŁOWIECKA	Christlich-Soziale Union in Bayern e.V.	0.900000	0.947368
Danuta JAZŁOWIECKA	Partido Popular	0.900000	0.947368
Danuta JAZŁOWIECKA	Partija 'VIENOTIBA'	0.900000	0.947368
Danuta JAZŁOWIECKA	Platforma Obywatelska	0.900000	0.947368
Danuta JAZŁOWIECKA	Christlich Demokratische Union Deutschlands	0.896907	0.945652
Danuta JAZŁOWIECKA	Democraten 66	0.893836	0.943942
Danuta JAZŁOWIECKA	Fine Gael Party	0.893836	0.943942
Danuta JAZŁOWIECKA	Arbetarepartiet- Socialdemokraterna	0.893471	0.943739
Danuta JAZŁOWIECKA	Mouvement Démocrate	0.893471	0.943739
Michał BONI	Christlich-Soziale Union in Bayern e.V.	1.000000	1.000000
Michał BONI	Partija 'VIENOTIBA'	1.000000	1.000000
Michał BONI	Platforma Obywatelska	1.000000	1.000000
Michał BONI	-1	0.996552	0.998273
Michał BONI	Kansallinen Kokoomus	0.996552	0.998273
Michał BONI	Moderaterna	0.996552	0.998273
Michał BONI	Österreichische Volkspartei	0.996552	0.998273
Michał BONI	Democraten 66	0.993151	0.996564
Michał BONI	Arbetarepartiet- Socialdemokraterna	0.993127	0.996552
Michał BONI	Mouvement Démocrate	0.993127	0.996552
Michał BONI	Partido Popular	0.993127	0.996552
Michał BONI	Citizens for European Development of Bulgaria	0.993103	0.996540
Michał BONI	Socialdemokratiet	0.993103	0.996540
Michał BONI	Partit Nazzjonalista	0.989761	0.994854
Michał BONI	Christlich Demokratische Union Deutschlands	0.989726	0.994836
Michał BONI	Freie Demokratische Partei	0.989655	0.994801
Michał BONI	Sozialdemokratische Partei Deutschlands	0.983051	0.991453
Michał BONI	Sozialdemokratische Partei Österreichs	0.982993	0.991424
Michał BONI	Conservative Party	0.979730	0.989761
Michał BONI	Labour Party	0.979730	0.989761
Elena VALENCIANO	DIE LINKE.	0.993103	0.996540
Elena VALENCIANO	Izquierda Unida	0.986301	0.993103
Elena VALENCIANO	Bündnis 90/Die Grünen	0.982993	0.991424
Elena VALENCIANO	Parti socialiste	0.982993	0.991424
Elena VALENCIANO	Sinn Féin	0.982993	0.991424
Elena VALENCIANO	Europe Écologie	0.979661	0.989726
Elena VALENCIANO	PODEMOS	0.979661	0.989726
Elena VALENCIANO	Sozialdemokratische Partei Deutschlands	0.979661	0.989726
Elena VALENCIANO	Partij van de Arbeid	0.979592	0.989691
Elena VALENCIANO	Sozialdemokratische Partei Österreichs	0.979592	0.989691
Elena VALENCIANO	Labour Party	0.976351	0.988034
Elena VALENCIANO	Green Party	0.976271	0.987993
Elena VALENCIANO	Die Grünen - Die Grüne Alternative	0.973064	0.986348
Elena VALENCIANO	Movimento 5 Stelle	0.973064	0.986348
Elena VALENCIANO	Christen Democratisch Appel	0.972973	0.986301
Elena VALENCIANO	Front de Gauche	0.972973	0.986301
Elena VALENCIANO	Independent	0.969799	0.984668
Elena VALENCIANO	Les Républicains	0.969799	0.984668
Elena VALENCIANO	Partido Socialista Obrero Espanol	0.969799	0.984668
Elena VALENCIANO	Democraten 66	0.969492	0.984509
Jan OLBRYCHT	Partidul Naţional Liberal	0.977528	0.988636
Jan OLBRYCHT	Slovenska demokratska stranka	0.973978	0.986817
Jan OLBRYCHT	Nea Demokratia	0.952899	0.975881
Jan OLBRYCHT	Prawo i Sprawiedliwość	0.952381	0.975610
Jan OLBRYCHT	Česká strana sociálně demokratická	0.946043	0.972274
Jan OLBRYCHT	Freie Demokratische Partei	0.916376	0.956364
Jan OLBRYCHT	Citizens for European Development of Bulgaria	0.913194	0.954628
Jan OLBRYCHT	-1	0.910035	0.952899
Jan OLBRYCHT	Kansallinen Kokoomus	0.910035	0.952899
Jan OLBRYCHT	Moderaterna	0.910035	0.952899
Jan OLBRYCHT	Österreichische Volkspartei	0.910035	0.952899
Jan OLBRYCHT	Christlich-Soziale Union in Bayern e.V.	0.906897	0.951175
Jan OLBRYCHT	Partido Popular	0.906897	0.951175
Jan OLBRYCHT	Partija 'VIENOTIBA'	0.906897	0.951175
Jan OLBRYCHT	Platforma Obywatelska	0.906897	0.951175
Jan OLBRYCHT	Christlich Demokratische Union Deutschlands	0.903780	0.949458
Jan OLBRYCHT	Democraten 66	0.900685	0.947748
Jan OLBRYCHT	Fine Gael Party	0.900685	0.947748
Jan OLBRYCHT	United Kingdom Independence Party	0.900685	0.947748
Jan OLBRYCHT	Arbetarepartiet- Socialdemokraterna	0.900344	0.947559
Nathalie GRIESBECK	Christlich-Soziale Union in Bayern e.V.	0.993103	0.996540
Nathalie GRIESBECK	Mouvement Démocrate	0.993103	0.996540
Nathalie GRIESBECK	Partija 'VIENOTIBA'	0.993103	0.996540
Nathalie GRIESBECK	Platforma Obywatelska	0.993103	0.996540
Nathalie GRIESBECK	Socialdemokratiet	0.993080	0.996528
Nathalie GRIESBECK	-1	0.989655	0.994801
Nathalie GRIESBECK	Kansallinen Kokoomus	0.989655	0.994801
Nathalie GRIESBECK	Moderaterna	0.989655	0.994801
Nathalie GRIESBECK	Österreichische Volkspartei	0.989655	0.994801
Nathalie GRIESBECK	Freie Demokratische Partei	0.989619	0.994783
Nathalie GRIESBECK	Democraten 66	0.986301	0.993103
Nathalie GRIESBECK	Arbetarepartiet- Socialdemokraterna	0.986254	0.993080
Nathalie GRIESBECK	Partido Popular	0.986254	0.993080
Nathalie GRIESBECK	Citizens for European Development of Bulgaria	0.986207	0.993056
Nathalie GRIESBECK	Partit Nazzjonalista	0.982935	0.991394
Nathalie GRIESBECK	Christlich Demokratische Union Deutschlands	0.982877	0.991364
Nathalie GRIESBECK	Green Party	0.979592	0.989691
Nathalie GRIESBECK	Sozialdemokratische Partei Deutschlands	0.976271	0.987993
Nathalie GRIESBECK	Sozialdemokratische Partei Österreichs	0.976190	0.987952
Nathalie GRIESBECK	Conservative Party	0.972973	0.986301
Michael THEURER	Nea Demokratia	0.982143	0.990991
Michael THEURER	Česká strana sociálně demokratická	0.975177	0.987433
Michael THEURER	Freie Demokratische Partei	0.972125	0.985866
Michael THEURER	Citizens for European Development of Bulgaria	0.968750	0.984127
Michael THEURER	-1	0.965398	0.982394
Michael THEURER	Österreichische Volkspartei	0.965398	0.982394
Michael THEURER	Christlich-Soziale Union in Bayern e.V.	0.962069	0.980668
Michael THEURER	Partido Popular	0.962069	0.980668
Michael THEURER	Partija 'VIENOTIBA'	0.962069	0.980668
Michael THEURER	Platforma Obywatelska	0.962069	0.980668
Michael THEURER	Slovenska demokratska stranka	0.960573	0.979890
Michael THEURER	Kansallinen Kokoomus	0.958621	0.978873
Michael THEURER	Moderaterna	0.958621	0.978873
Michael THEURER	Democraten 66	0.955479	0.977233
Michael THEURER	Fine Gael Party	0.955479	0.977233
Michael THEURER	Arbetarepartiet- Socialdemokraterna	0.955326	0.977153
Michael THEURER	Mouvement Démocrate	0.955326	0.977153
Michael THEURER	Socialdemokratiet	0.955172	0.977072
Michael THEURER	Partit Nazzjonalista	0.952218	0.975524
Michael THEURER	Sozialdemokratische Partei Österreichs	0.952218	0.975524
Fredrick FEDERLEY	Christlich-Soziale Union in Bayern e.V.	0.989655	0.994801
Fredrick FEDERLEY	Partido Popular	0.989655	0.994801
Fredrick FEDERLEY	Partija 'VIENOTIBA'	0.989655	0.994801
Fredrick FEDERLEY	Platforma Obywatelska	0.989655	0.994801
Fredrick FEDERLEY	Citizens for European Development of Bulgaria	0.989619	0.994783
Fredrick FEDERLEY	-1	0.986207	0.993056
Fredrick FEDERLEY	Kansallinen Kokoomus	0.986207	0.993056
Fredrick FEDERLEY	Moderaterna	0.986207	0.993056
Fredrick FEDERLEY	Österreichische Volkspartei	0.986207	0.993056
Fredrick FEDERLEY	Democraten 66	0.982877	0.991364
Fredrick FEDERLEY	Arbetarepartiet- Socialdemokraterna	0.982818	0.991334
Fredrick FEDERLEY	Mouvement Démocrate	0.982818	0.991334
Fredrick FEDERLEY	Socialdemokratiet	0.982759	0.991304
Fredrick FEDERLEY	Partit Nazzjonalista	0.979522	0.989655
Fredrick FEDERLEY	Christlich Demokratische Union Deutschlands	0.979452	0.989619
Fredrick FEDERLEY	Freie Demokratische Partei	0.979310	0.989547
Fredrick FEDERLEY	Christen Democratisch Appel	0.972881	0.986254
Fredrick FEDERLEY	Sozialdemokratische Partei Deutschlands	0.972881	0.986254
Fredrick FEDERLEY	Sozialdemokratische Partei Österreichs	0.972789	0.986207
Fredrick FEDERLEY	Conservative Party	0.969595	0.984563
Fernando MAURA BARANDIARÁN	Česká strana sociálně demokratická	0.978571	0.989170
Fernando MAURA BARANDIARÁN	Nea Demokratia	0.971429	0.985507
Fernando MAURA BARANDIARÁN	Kansallinen Kokoomus	0.955017	0.976991
Fernando MAURA BARANDIARÁN	Freie Demokratische Partei	0.954861	0.976909
Fernando MAURA BARANDIARÁN	Christlich-Soziale Union in Bayern e.V.	0.951724	0.975265
Fernando MAURA BARANDIARÁN	Mouvement Démocrate	0.951724	0.975265
Fernando MAURA BARANDIARÁN	Partido Popular	0.951724	0.975265
Fernando MAURA BARANDIARÁN	Partija 'VIENOTIBA'	0.951724	0.975265
Fernando MAURA BARANDIARÁN	Platforma Obywatelska	0.951724	0.975265
Fernando MAURA BARANDIARÁN	Citizens for European Development of Bulgaria	0.951557	0.975177
Fernando MAURA BARANDIARÁN	Socialdemokratiet	0.951557	0.975177
Fernando MAURA BARANDIARÁN	Christlich Demokratische Union Deutschlands	0.948454	0.973545
Fernando MAURA BARANDIARÁN	-1	0.948276	0.973451
Fernando MAURA BARANDIARÁN	Moderaterna	0.948276	0.973451
Fernando MAURA BARANDIARÁN	Österreichische Volkspartei	0.948276	0.973451
Fernando MAURA BARANDIARÁN	Democraten 66	0.945205	0.971831
Fernando MAURA BARANDIARÁN	Fine Gael Party	0.945205	0.971831
Fernando MAURA BARANDIARÁN	Arbetarepartiet- Socialdemokraterna	0.945017	0.971731
Fernando MAURA BARANDIARÁN	Slovenska demokratska stranka	0.942857	0.970588
Fernando MAURA BARANDIARÁN	Partit Nazzjonalista	0.941980	0.970123
Morten Helveg PETERSEN	Socialdemokratiet	0.986111	0.993007
Morten Helveg PETERSEN	Christlich-Soziale Union in Bayern e.V.	0.979310	0.989547
Morten Helveg PETERSEN	Mouvement Démocrate	0.979310	0.989547
Morten Helveg PETERSEN	Partido Popular	0.979310	0.989547
Morten Helveg PETERSEN	Partija 'VIENOTIBA'	0.979310	0.989547
Morten Helveg PETERSEN	Platforma Obywatelska	0.979310	0.989547
Morten Helveg PETERSEN	Citizens for European Development of Bulgaria	0.979239	0.989510
Morten Helveg PETERSEN	-1	0.975862	0.987784
Morten Helveg PETERSEN	Kansallinen Kokoomus	0.975862	0.987784
Morten Helveg PETERSEN	Moderaterna	0.975862	0.987784
Morten Helveg PETERSEN	Österreichische Volkspartei	0.975862	0.987784
Morten Helveg PETERSEN	Freie Demokratische Partei	0.975779	0.987741
Morten Helveg PETERSEN	Democraten 66	0.972603	0.986111
Morten Helveg PETERSEN	Arbetarepartiet- Socialdemokraterna	0.972509	0.986063
Morten Helveg PETERSEN	Partit Nazzjonalista	0.969283	0.984402
Morten Helveg PETERSEN	Christlich Demokratische Union Deutschlands	0.969178	0.984348
Morten Helveg PETERSEN	Green Party	0.965986	0.982699
Morten Helveg PETERSEN	Fine Gael Party	0.965870	0.982639
Morten Helveg PETERSEN	Christen Democratisch Appel	0.962712	0.981002
Morten Helveg PETERSEN	Sozialdemokratische Partei Deutschlands	0.962712	0.981002
Marietje SCHAAKE	Christlich-Soziale Union in Bayern e.V.	0.996552	0.998273
Marietje SCHAAKE	Partija 'VIENOTIBA'	0.996552	0.998273
Marietje SCHAAKE	Platforma Obywatelska	0.996552	0.998273
Marietje SCHAAKE	-1	0.993103	0.996540
Marietje SCHAAKE	Kansallinen Kokoomus	0.993103	0.996540
Marietje SCHAAKE	Moderaterna	0.993103	0.996540
Marietje SCHAAKE	Österreichische Volkspartei	0.993103	0.996540
Marietje SCHAAKE	Democraten 66	0.989726	0.994836
Marietje SCHAAKE	Arbetarepartiet- Socialdemokraterna	0.989691	0.994819
Marietje SCHAAKE	Mouvement Démocrate	0.989691	0.994819
Marietje SCHAAKE	Partido Popular	0.989691	0.994819
Marietje SCHAAKE	Citizens for European Development of Bulgaria	0.989655	0.994801
Marietje SCHAAKE	Socialdemokratiet	0.989655	0.994801
Marietje SCHAAKE	Partit Nazzjonalista	0.986348	0.993127
Marietje SCHAAKE	Christlich Demokratische Union Deutschlands	0.986301	0.993103
Marietje SCHAAKE	Freie Demokratische Partei	0.986207	0.993056
Marietje SCHAAKE	Sozialdemokratische Partei Deutschlands	0.979661	0.989726
Marietje SCHAAKE	Sozialdemokratische Partei Österreichs	0.979592	0.989691
Marietje SCHAAKE	Conservative Party	0.976351	0.988034
Marietje SCHAAKE	Labour Party	0.976351	0.988034
Juan Carlos GIRAUTA VIDAL	Česká strana sociálně demokratická	0.989247	0.994595
Juan Carlos GIRAUTA VIDAL	Nea Demokratia	0.982079	0.990958
Juan Carlos GIRAUTA VIDAL	Kansallinen Kokoomus	0.958478	0.978799
Juan Carlos GIRAUTA VIDAL	Freie Demokratische Partei	0.958333	0.978723
Juan Carlos GIRAUTA VIDAL	Christlich-Soziale Union in Bayern e.V.	0.955172	0.977072
Juan Carlos GIRAUTA VIDAL	Partido Popular	0.955172	0.977072
Juan Carlos GIRAUTA VIDAL	Partija 'VIENOTIBA'	0.955172	0.977072
Juan Carlos GIRAUTA VIDAL	Platforma Obywatelska	0.955172	0.977072
Juan Carlos GIRAUTA VIDAL	Citizens for European Development of Bulgaria	0.955017	0.976991
Juan Carlos GIRAUTA VIDAL	Slovenska demokratska stranka	0.953405	0.976147
Juan Carlos GIRAUTA VIDAL	Christlich Demokratische Union Deutschlands	0.951890	0.975352
Juan Carlos GIRAUTA VIDAL	-1	0.951724	0.975265
Juan Carlos GIRAUTA VIDAL	Moderaterna	0.951724	0.975265
Juan Carlos GIRAUTA VIDAL	Österreichische Volkspartei	0.951724	0.975265
Juan Carlos GIRAUTA VIDAL	Partidul Naţional Liberal	0.949640	0.974170
Juan Carlos GIRAUTA VIDAL	Democraten 66	0.948630	0.973638
Juan Carlos GIRAUTA VIDAL	Fine Gael Party	0.948630	0.973638
Juan Carlos GIRAUTA VIDAL	Arbetarepartiet- Socialdemokraterna	0.948454	0.973545
Juan Carlos GIRAUTA VIDAL	Mouvement Démocrate	0.948454	0.973545
Juan Carlos GIRAUTA VIDAL	Socialdemokratiet	0.948276	0.973451
Cecilia WIKSTRÖM	Česká strana sociálně demokratická	0.982332	0.991087
Cecilia WIKSTRÖM	Freie Demokratische Partei	0.979167	0.989474
Cecilia WIKSTRÖM	Christlich-Soziale Union in Bayern e.V.	0.975862	0.987784
Cecilia WIKSTRÖM	Partido Popular	0.975862	0.987784
Cecilia WIKSTRÖM	Partija 'VIENOTIBA'	0.975862	0.987784
Cecilia WIKSTRÖM	Platforma Obywatelska	0.975862	0.987784
Cecilia WIKSTRÖM	Citizens for European Development of Bulgaria	0.975779	0.987741
Cecilia WIKSTRÖM	Nea Demokratia	0.975265	0.987478
Cecilia WIKSTRÖM	-1	0.972414	0.986014
Cecilia WIKSTRÖM	Kansallinen Kokoomus	0.972414	0.986014
Cecilia WIKSTRÖM	Moderaterna	0.972414	0.986014
Cecilia WIKSTRÖM	Österreichische Volkspartei	0.972414	0.986014
Cecilia WIKSTRÖM	Democraten 66	0.969178	0.984348
Cecilia WIKSTRÖM	Arbetarepartiet- Socialdemokraterna	0.969072	0.984293
Cecilia WIKSTRÖM	Mouvement Démocrate	0.969072	0.984293
Cecilia WIKSTRÖM	Socialdemokratiet	0.968966	0.984238
Cecilia WIKSTRÖM	Partit Nazzjonalista	0.965870	0.982639
Cecilia WIKSTRÖM	Christlich Demokratische Union Deutschlands	0.965753	0.982578
Cecilia WIKSTRÖM	Fine Gael Party	0.962457	0.980870
Cecilia WIKSTRÖM	Christen Democratisch Appel	0.959322	0.979239
Alexander Graf LAMBSDORFF	Freie Demokratische Partei	0.986063	0.992982
Alexander Graf LAMBSDORFF	-1	0.979239	0.989510
Alexander Graf LAMBSDORFF	Kansallinen Kokoomus	0.979239	0.989510
Alexander Graf LAMBSDORFF	Österreichische Volkspartei	0.979239	0.989510
Alexander Graf LAMBSDORFF	Christlich-Soziale Union in Bayern e.V.	0.975862	0.987784
Alexander Graf LAMBSDORFF	Partija 'VIENOTIBA'	0.975862	0.987784
Alexander Graf LAMBSDORFF	Platforma Obywatelska	0.975862	0.987784
Alexander Graf LAMBSDORFF	Citizens for European Development of Bulgaria	0.975779	0.987741
Alexander Graf LAMBSDORFF	Christlich Demokratische Union Deutschlands	0.972509	0.986063
Alexander Graf LAMBSDORFF	Moderaterna	0.972414	0.986014
Alexander Graf LAMBSDORFF	Democraten 66	0.969178	0.984348
Alexander Graf LAMBSDORFF	Arbetarepartiet- Socialdemokraterna	0.969072	0.984293
Alexander Graf LAMBSDORFF	Mouvement Démocrate	0.969072	0.984293
Alexander Graf LAMBSDORFF	Partido Popular	0.969072	0.984293
Alexander Graf LAMBSDORFF	Socialdemokratiet	0.968966	0.984238
Alexander Graf LAMBSDORFF	Česká strana sociálně demokratická	0.968421	0.983957
Alexander Graf LAMBSDORFF	Partit Nazzjonalista	0.965870	0.982639
Alexander Graf LAMBSDORFF	Sozialdemokratische Partei Österreichs	0.965870	0.982639
Alexander Graf LAMBSDORFF	Bündnis 90/Die Grünen	0.962585	0.980936
Alexander Graf LAMBSDORFF	Nea Demokratia	0.961404	0.980322
Charles TANNOCK	United Kingdom Independence Party	0.972603	0.986111
Charles TANNOCK	Lega Nord	0.969072	0.984293
Charles TANNOCK	Conservative Party	0.959459	0.979310
Charles TANNOCK	Labour Party	0.959459	0.979310
Charles TANNOCK	Fine Gael Party	0.959184	0.979167
Charles TANNOCK	Česká strana sociálně demokratická	0.958188	0.978648
Charles TANNOCK	Nea Demokratia	0.958042	0.978571
Charles TANNOCK	Die Grünen - Die Grüne Alternative	0.956229	0.977625
Charles TANNOCK	Partito Democratico	0.956229	0.977625
Charles TANNOCK	Christen Democratisch Appel	0.956081	0.977547
Charles TANNOCK	Sozialdemokratische Partei Deutschlands	0.956081	0.977547
Charles TANNOCK	Partij van de Arbeid	0.955932	0.977470
Charles TANNOCK	Partit Nazzjonalista	0.955932	0.977470
Charles TANNOCK	Sozialdemokratische Partei Österreichs	0.955932	0.977470
Charles TANNOCK	Moderaterna	0.955631	0.977312
Charles TANNOCK	Freie Demokratische Partei	0.955479	0.977233
Charles TANNOCK	Independent	0.953020	0.975945
Charles TANNOCK	Les Républicains	0.953020	0.975945
Charles TANNOCK	Partido Socialista Obrero Espanol	0.953020	0.975945
Charles TANNOCK	Bündnis 90/Die Grünen	0.952703	0.975779
Anneli JÄÄTTEENMÄKI	Nea Demokratia	0.992754	0.996364
Anneli JÄÄTTEENMÄKI	Česká strana sociálně demokratická	0.978495	0.989130
Anneli JÄÄTTEENMÄKI	Slovenska demokratska stranka	0.963768	0.981550
Anneli JÄÄTTEENMÄKI	Partidul Naţional Liberal	0.960000	0.979592
Anneli JÄÄTTEENMÄKI	Freie Demokratische Partei	0.954704	0.976827
Anneli JÄÄTTEENMÄKI	Citizens for European Development of Bulgaria	0.951389	0.975089
Anneli JÄÄTTEENMÄKI	Prawo i Sprawiedliwość	0.949821	0.974265
Anneli JÄÄTTEENMÄKI	-1	0.948097	0.973357
Anneli JÄÄTTEENMÄKI	Kansallinen Kokoomus	0.948097	0.973357
Anneli JÄÄTTEENMÄKI	Österreichische Volkspartei	0.948097	0.973357
Anneli JÄÄTTEENMÄKI	Christlich-Soziale Union in Bayern e.V.	0.944828	0.971631
Anneli JÄÄTTEENMÄKI	Partido Popular	0.944828	0.971631
Anneli JÄÄTTEENMÄKI	Partija 'VIENOTIBA'	0.944828	0.971631
Anneli JÄÄTTEENMÄKI	Platforma Obywatelska	0.944828	0.971631
Anneli JÄÄTTEENMÄKI	Socialdemokratiet	0.944637	0.971530
Anneli JÄÄTTEENMÄKI	Christlich Demokratische Union Deutschlands	0.941581	0.969912
Anneli JÄÄTTEENMÄKI	Moderaterna	0.941379	0.969805
Anneli JÄÄTTEENMÄKI	Democraten 66	0.938356	0.968198
Anneli JÄÄTTEENMÄKI	Fine Gael Party	0.938356	0.968198
Anneli JÄÄTTEENMÄKI	Arbetarepartiet- Socialdemokraterna	0.938144	0.968085
Jo LEINEN	Christlich-Soziale Union in Bayern e.V.	0.996552	0.998273
Jo LEINEN	Partija 'VIENOTIBA'	0.996552	0.998273
Jo LEINEN	Platforma Obywatelska	0.996552	0.998273
Jo LEINEN	-1	0.993103	0.996540
Jo LEINEN	Kansallinen Kokoomus	0.993103	0.996540
Jo LEINEN	Moderaterna	0.993103	0.996540
Jo LEINEN	Österreichische Volkspartei	0.993103	0.996540
Jo LEINEN	Democraten 66	0.989726	0.994836
Jo LEINEN	Arbetarepartiet- Socialdemokraterna	0.989691	0.994819
Jo LEINEN	Mouvement Démocrate	0.989691	0.994819
Jo LEINEN	Partido Popular	0.989691	0.994819
Jo LEINEN	Citizens for European Development of Bulgaria	0.989655	0.994801
Jo LEINEN	Socialdemokratiet	0.989655	0.994801
Jo LEINEN	Partit Nazzjonalista	0.986348	0.993127
Jo LEINEN	Christlich Demokratische Union Deutschlands	0.986301	0.993103
Jo LEINEN	Freie Demokratische Partei	0.986207	0.993056
Jo LEINEN	Sozialdemokratische Partei Deutschlands	0.979661	0.989726
Jo LEINEN	Sozialdemokratische Partei Österreichs	0.979592	0.989691
Jo LEINEN	Conservative Party	0.976351	0.988034
Jo LEINEN	Labour Party	0.976351	0.988034
Ilhan KYUCHYUK	Česká strana sociálně demokratická	0.956989	0.978022
Ilhan KYUCHYUK	Nea Demokratia	0.956835	0.977941
Ilhan KYUCHYUK	Slovenska demokratska stranka	0.935018	0.966418
Ilhan KYUCHYUK	Freie Demokratische Partei	0.933798	0.965766
Ilhan KYUCHYUK	Partidul Naţional Liberal	0.931159	0.964353
Ilhan KYUCHYUK	Socialdemokratiet	0.930556	0.964029
Ilhan KYUCHYUK	Prawo i Sprawiedliwość	0.928315	0.962825
Ilhan KYUCHYUK	Kansallinen Kokoomus	0.927336	0.962298
Ilhan KYUCHYUK	Arbetarepartiet- Socialdemokraterna	0.924138	0.960573
Ilhan KYUCHYUK	Christlich-Soziale Union in Bayern e.V.	0.924138	0.960573
Ilhan KYUCHYUK	Mouvement Démocrate	0.924138	0.960573
Ilhan KYUCHYUK	Partido Popular	0.924138	0.960573
Ilhan KYUCHYUK	Partija 'VIENOTIBA'	0.924138	0.960573
Ilhan KYUCHYUK	Platforma Obywatelska	0.924138	0.960573
Ilhan KYUCHYUK	Citizens for European Development of Bulgaria	0.923875	0.960432
Ilhan KYUCHYUK	Christlich Demokratische Union Deutschlands	0.920962	0.958855
Ilhan KYUCHYUK	-1	0.920690	0.958707
Ilhan KYUCHYUK	Moderaterna	0.920690	0.958707
Ilhan KYUCHYUK	Österreichische Volkspartei	0.920690	0.958707
Ilhan KYUCHYUK	Democraten 66	0.917808	0.957143
Sajjad KARIM	Conservative Party	0.989865	0.994907
Sajjad KARIM	Labour Party	0.989865	0.994907
Sajjad KARIM	Die Grünen - Die Grüne Alternative	0.986532	0.993220
Sajjad KARIM	Partito Democratico	0.986532	0.993220
Sajjad KARIM	Sozialdemokratische Partei Deutschlands	0.986486	0.993197
Sajjad KARIM	Partit Nazzjonalista	0.986441	0.993174
Sajjad KARIM	Sozialdemokratische Partei Österreichs	0.986441	0.993174
Sajjad KARIM	Independent	0.983221	0.991540
Sajjad KARIM	Les Républicains	0.983221	0.991540
Sajjad KARIM	Partido Socialista Obrero Espanol	0.983221	0.991540
Sajjad KARIM	Bündnis 90/Die Grünen	0.983108	0.991482
Sajjad KARIM	Green Party	0.983108	0.991482
Sajjad KARIM	Democraten 66	0.983051	0.991453
Sajjad KARIM	Arbetarepartiet- Socialdemokraterna	0.982993	0.991424
Sajjad KARIM	Christlich-Soziale Union in Bayern e.V.	0.982993	0.991424
Sajjad KARIM	Mouvement Démocrate	0.982993	0.991424
Sajjad KARIM	Partija 'VIENOTIBA'	0.982993	0.991424
Sajjad KARIM	Platforma Obywatelska	0.982993	0.991424
Sajjad KARIM	Christen Democratisch Appel	0.979798	0.989796
Sajjad KARIM	Europe Écologie	0.979798	0.989796
