name	party	fj_avg	bc_avg
Charles GOERENS	Christlich Demokratische Union Deutschlands	0.958763	0.978947
Charles GOERENS	Moderaterna	0.958621	0.978873
Charles GOERENS	Democraten 66	0.955479	0.977233
Charles GOERENS	Fine Gael Party	0.955479	0.977233
Charles GOERENS	Arbetarepartiet- Socialdemokraterna	0.955326	0.977153
Charles GOERENS	Mouvement Démocrate	0.955326	0.977153
Charles GOERENS	Socialdemokratiet	0.955172	0.977072
Charles GOERENS	Slovenska demokratska stranka	0.953571	0.976234
Charles GOERENS	Partit Nazzjonalista	0.952218	0.975524
Kaja KALLAS	Česká strana sociálně demokratická	0.982206	0.991023
Kaja KALLAS	Nea Demokratia	0.975089	0.987387
Kaja KALLAS	Kansallinen Kokoomus	0.965398	0.982394
Kaja KALLAS	Freie Demokratische Partei	0.965278	0.982332
Kaja KALLAS	Christlich-Soziale Union in Bayern e.V.	0.962069	0.980668
Kaja KALLAS	Partido Popular	0.962069	0.980668
Kaja KALLAS	Partija 'VIENOTIBA'	0.962069	0.980668
Kaja KALLAS	Platforma Obywatelska	0.962069	0.980668
Kaja KALLAS	Citizens for European Development of Bulgaria	0.961938	0.980600
Kaja KALLAS	Christlich Demokratische Union Deutschlands	0.958763	0.978947
Kaja KALLAS	-1	0.958621	0.978873
Kaja KALLAS	Moderaterna	0.958621	0.978873
Kaja KALLAS	Österreichische Volkspartei	0.958621	0.978873
Kaja KALLAS	Democraten 66	0.955479	0.977233
Kaja KALLAS	Fine Gael Party	0.955479	0.977233
Kaja KALLAS	Arbetarepartiet- Socialdemokraterna	0.955326	0.977153
Kaja KALLAS	Mouvement Démocrate	0.955326	0.977153
Kaja KALLAS	Socialdemokratiet	0.955172	0.977072
Kaja KALLAS	Slovenska demokratska stranka	0.953571	0.976234
Kaja KALLAS	Partit Nazzjonalista	0.952218	0.975524
Izaskun BILBAO BARANDICA	Sozialdemokratische Partei Deutschlands	0.989831	0.994889
Izaskun BILBAO BARANDICA	Labour Party	0.986486	0.993197
Izaskun BILBAO BARANDICA	Bündnis 90/Die Grünen	0.986441	0.993174
Izaskun BILBAO BARANDICA	Sinn Féin	0.986441	0.993174
Izaskun BILBAO BARANDICA	Fine Gael Party	0.986395	0.993151
Izaskun BILBAO BARANDICA	Die Grünen - Die Grüne Alternative	0.983165	0.991511
Izaskun BILBAO BARANDICA	Christen Democratisch Appel	0.983108	0.991482
Izaskun BILBAO BARANDICA	Europe Écologie	0.983108	0.991482
Izaskun BILBAO BARANDICA	PODEMOS	0.983108	0.991482
Izaskun BILBAO BARANDICA	Sozialdemokratische Partei Österreichs	0.983051	0.991453
Izaskun BILBAO BARANDICA	Izquierda Unida	0.982993	0.991424
Izaskun BILBAO BARANDICA	Independent	0.979866	0.989831
Izaskun BILBAO BARANDICA	Les Républicains	0.979866	0.989831
Izaskun BILBAO BARANDICA	Partido Socialista Obrero Espanol	0.979866	0.989831
Izaskun BILBAO BARANDICA	Green Party	0.979730	0.989761
Izaskun BILBAO BARANDICA	Parti socialiste	0.979730	0.989761
Izaskun BILBAO BARANDICA	Democraten 66	0.979661	0.989726
Izaskun BILBAO BARANDICA	Partito Democratico	0.976510	0.988115
Izaskun BILBAO BARANDICA	Partij van de Arbeid	0.976351	0.988034
Izaskun BILBAO BARANDICA	Partit Nazzjonalista	0.976351	0.988034
Pavel TELIČKA	Freie Demokratische Partei	0.993056	0.996516
Pavel TELIČKA	Christlich-Soziale Union in Bayern e.V.	0.989655	0.994801
Pavel TELIČKA	Partija 'VIENOTIBA'	0.989655	0.994801
Pavel TELIČKA	Platforma Obywatelska	0.989655	0.994801
Pavel TELIČKA	-1	0.986207	0.993056
Pavel TELIČKA	Kansallinen Kokoomus	0.986207	0.993056
Pavel TELIČKA	Moderaterna	0.986207	0.993056
Pavel TELIČKA	Österreichische Volkspartei	0.986207	0.993056
Pavel TELIČKA	Democraten 66	0.982877	0.991364
Pavel TELIČKA	Arbetarepartiet- Socialdemokraterna	0.982818	0.991334
Pavel TELIČKA	Mouvement Démocrate	0.982818	0.991334
Pavel TELIČKA	Partido Popular	0.982818	0.991334
Pavel TELIČKA	Citizens for European Development of Bulgaria	0.982759	0.991304
Pavel TELIČKA	Socialdemokratiet	0.982759	0.991304
Pavel TELIČKA	Partit Nazzjonalista	0.979522	0.989655
Pavel TELIČKA	Christlich Demokratische Union Deutschlands	0.979452	0.989619
Pavel TELIČKA	Sozialdemokratische Partei Deutschlands	0.972881	0.986254
Pavel TELIČKA	Sozialdemokratische Partei Österreichs	0.972789	0.986207
Pavel TELIČKA	Conservative Party	0.969595	0.984563
Pavel TELIČKA	Labour Party	0.969595	0.984563
Angelika MLINAR	Česká strana sociálně demokratická	0.985816	0.992857
Angelika MLINAR	Citizens for European Development of Bulgaria	0.979167	0.989474
Angelika MLINAR	Nea Demokratia	0.978723	0.989247
Angelika MLINAR	-1	0.975779	0.987741
Angelika MLINAR	Österreichische Volkspartei	0.975779	0.987741
Angelika MLINAR	Freie Demokratische Partei	0.975694	0.987698
Angelika MLINAR	Christlich-Soziale Union in Bayern e.V.	0.972414	0.986014
Angelika MLINAR	Partido Popular	0.972414	0.986014
Angelika MLINAR	Partija 'VIENOTIBA'	0.972414	0.986014
Angelika MLINAR	Platforma Obywatelska	0.972414	0.986014
Angelika MLINAR	Kansallinen Kokoomus	0.968966	0.984238
Angelika MLINAR	Moderaterna	0.968966	0.984238
Angelika MLINAR	Democraten 66	0.965753	0.982578
Angelika MLINAR	Arbetarepartiet- Socialdemokraterna	0.965636	0.982517
Angelika MLINAR	Mouvement Démocrate	0.965636	0.982517
Angelika MLINAR	Socialdemokratiet	0.965517	0.982456
Angelika MLINAR	Partit Nazzjonalista	0.962457	0.980870
Angelika MLINAR	Sozialdemokratische Partei Österreichs	0.962457	0.980870
Angelika MLINAR	Christlich Demokratische Union Deutschlands	0.962329	0.980803
Angelika MLINAR	Bündnis 90/Die Grünen	0.959184	0.979167
Jens GEIER	Socialdemokratiet	0.996528	0.998261
Jens GEIER	Christlich-Soziale Union in Bayern e.V.	0.989655	0.994801
Jens GEIER	Mouvement Démocrate	0.989655	0.994801
Jens GEIER	Partija 'VIENOTIBA'	0.989655	0.994801
Jens GEIER	Platforma Obywatelska	0.989655	0.994801
Jens GEIER	-1	0.986207	0.993056
Jens GEIER	Kansallinen Kokoomus	0.986207	0.993056
Jens GEIER	Moderaterna	0.986207	0.993056
Jens GEIER	Österreichische Volkspartei	0.986207	0.993056
Jens GEIER	Democraten 66	0.982877	0.991364
Jens GEIER	Arbetarepartiet- Socialdemokraterna	0.982818	0.991334
Jens GEIER	Partido Popular	0.982818	0.991334
Jens GEIER	Citizens for European Development of Bulgaria	0.982759	0.991304
Jens GEIER	Partit Nazzjonalista	0.979522	0.989655
Jens GEIER	Christlich Demokratische Union Deutschlands	0.979452	0.989619
Jens GEIER	Freie Demokratische Partei	0.979310	0.989547
Jens GEIER	Green Party	0.976190	0.987952
Jens GEIER	PODEMOS	0.972881	0.986254
Jens GEIER	Sozialdemokratische Partei Deutschlands	0.972881	0.986254
Jens GEIER	Sozialdemokratische Partei Österreichs	0.972789	0.986207
Philippe DE BACKER	Nea Demokratia	0.992754	0.996364
Philippe DE BACKER	Česká strana sociálně demokratická	0.978495	0.989130
Philippe DE BACKER	Slovenska demokratska stranka	0.963768	0.981550
Philippe DE BACKER	Partidul Naţional Liberal	0.960000	0.979592
Philippe DE BACKER	Freie Demokratische Partei	0.954704	0.976827
Philippe DE BACKER	Citizens for European Development of Bulgaria	0.951389	0.975089
Philippe DE BACKER	Prawo i Sprawiedliwość	0.949821	0.974265
Philippe DE BACKER	-1	0.948097	0.973357
Philippe DE BACKER	Kansallinen Kokoomus	0.948097	0.973357
Philippe DE BACKER	Österreichische Volkspartei	0.948097	0.973357
Philippe DE BACKER	Christlich-Soziale Union in Bayern e.V.	0.944828	0.971631
Philippe DE BACKER	Partido Popular	0.944828	0.971631
Philippe DE BACKER	Partija 'VIENOTIBA'	0.944828	0.971631
Philippe DE BACKER	Platforma Obywatelska	0.944828	0.971631
Philippe DE BACKER	Christlich Demokratische Union Deutschlands	0.941581	0.969912
Philippe DE BACKER	Moderaterna	0.941379	0.969805
Philippe DE BACKER	Democraten 66	0.938356	0.968198
Philippe DE BACKER	Fine Gael Party	0.938356	0.968198
Philippe DE BACKER	Arbetarepartiet- Socialdemokraterna	0.938144	0.968085
Philippe DE BACKER	Mouvement Démocrate	0.938144	0.968085
Dominique RIQUET	Česká strana sociálně demokratická	0.989286	0.994614
Dominique RIQUET	Nea Demokratia	0.982143	0.990991
Dominique RIQUET	Citizens for European Development of Bulgaria	0.961938	0.980600
Dominique RIQUET	-1	0.958621	0.978873
Dominique RIQUET	Kansallinen Kokoomus	0.958621	0.978873
Dominique RIQUET	Österreichische Volkspartei	0.958621	0.978873
Dominique RIQUET	Freie Demokratische Partei	0.958478	0.978799
Dominique RIQUET	Democraten 66	0.955479	0.977233
Dominique RIQUET	Fine Gael Party	0.955479	0.977233
Dominique RIQUET	Christlich-Soziale Union in Bayern e.V.	0.955326	0.977153
Dominique RIQUET	Mouvement Démocrate	0.955326	0.977153
Dominique RIQUET	Partido Popular	0.955326	0.977153
Dominique RIQUET	Partija 'VIENOTIBA'	0.955326	0.977153
Dominique RIQUET	Platforma Obywatelska	0.955326	0.977153
Dominique RIQUET	Slovenska demokratska stranka	0.953571	0.976234
Dominique RIQUET	Sozialdemokratische Partei Österreichs	0.952218	0.975524
Dominique RIQUET	Christlich Demokratische Union Deutschlands	0.952055	0.975439
Dominique RIQUET	Moderaterna	0.951890	0.975352
Dominique RIQUET	Partidul Naţional Liberal	0.949821	0.974265
Dominique RIQUET	Bündnis 90/Die Grünen	0.948980	0.973822
Matthijs van MILTENBURG	Nea Demokratia	0.982143	0.990991
Matthijs van MILTENBURG	Česká strana sociálně demokratická	0.975177	0.987433
Matthijs van MILTENBURG	Freie Demokratische Partei	0.972125	0.985866
Matthijs van MILTENBURG	Citizens for European Development of Bulgaria	0.968750	0.984127
Matthijs van MILTENBURG	-1	0.965398	0.982394
Matthijs van MILTENBURG	Kansallinen Kokoomus	0.965398	0.982394
Matthijs van MILTENBURG	Österreichische Volkspartei	0.965398	0.982394
Matthijs van MILTENBURG	Christlich-Soziale Union in Bayern e.V.	0.962069	0.980668
Matthijs van MILTENBURG	Partido Popular	0.962069	0.980668
Matthijs van MILTENBURG	Partija 'VIENOTIBA'	0.962069	0.980668
Matthijs van MILTENBURG	Platforma Obywatelska	0.962069	0.980668
Matthijs van MILTENBURG	Christlich Demokratische Union Deutschlands	0.958763	0.978947
Matthijs van MILTENBURG	Moderaterna	0.958621	0.978873
Matthijs van MILTENBURG	Democraten 66	0.955479	0.977233
Matthijs van MILTENBURG	Arbetarepartiet- Socialdemokraterna	0.955326	0.977153
Matthijs van MILTENBURG	Mouvement Démocrate	0.955326	0.977153
Matthijs van MILTENBURG	Socialdemokratiet	0.955172	0.977072
Matthijs van MILTENBURG	Prawo i Sprawiedliwość	0.953737	0.976321
Matthijs van MILTENBURG	Slovenska demokratska stranka	0.953571	0.976234
Matthijs van MILTENBURG	Partit Nazzjonalista	0.952218	0.975524
Danuta Maria HÜBNER	Partidul Naţional Liberal	0.992509	0.996241
Danuta Maria HÜBNER	Slovenska demokratska stranka	0.981481	0.990654
Danuta Maria HÜBNER	Nea Demokratia	0.967391	0.983425
Danuta Maria HÜBNER	Česká strana sociálně demokratická	0.960432	0.979817
Danuta Maria HÜBNER	Prawo i Sprawiedliwość	0.952727	0.975791
Danuta Maria HÜBNER	Freie Demokratische Partei	0.930314	0.963899
Danuta Maria HÜBNER	Citizens for European Development of Bulgaria	0.927083	0.962162
Danuta Maria HÜBNER	-1	0.923875	0.960432
Danuta Maria HÜBNER	Kansallinen Kokoomus	0.923875	0.960432
Danuta Maria HÜBNER	Moderaterna	0.923875	0.960432
Danuta Maria HÜBNER	Österreichische Volkspartei	0.923875	0.960432
Danuta Maria HÜBNER	Christlich-Soziale Union in Bayern e.V.	0.920690	0.958707
Danuta Maria HÜBNER	Partido Popular	0.920690	0.958707
Danuta Maria HÜBNER	Partija 'VIENOTIBA'	0.920690	0.958707
Danuta Maria HÜBNER	Platforma Obywatelska	0.920690	0.958707
Danuta Maria HÜBNER	Christlich Demokratische Union Deutschlands	0.917526	0.956989
Danuta Maria HÜBNER	Democraten 66	0.914384	0.955277
Danuta Maria HÜBNER	Fine Gael Party	0.914384	0.955277
Danuta Maria HÜBNER	United Kingdom Independence Party	0.914384	0.955277
Danuta Maria HÜBNER	Arbetarepartiet- Socialdemokraterna	0.914089	0.955117
Alessia Maria MOSCA	Česká strana sociálně demokratická	0.992806	0.996390
Alessia Maria MOSCA	Nea Demokratia	0.985612	0.992754
Alessia Maria MOSCA	Citizens for European Development of Bulgaria	0.958333	0.978723
Alessia Maria MOSCA	Slovenska demokratska stranka	0.956835	0.977941
Alessia Maria MOSCA	-1	0.955017	0.976991
Alessia Maria MOSCA	Kansallinen Kokoomus	0.955017	0.976991
Alessia Maria MOSCA	Österreichische Volkspartei	0.955017	0.976991
Alessia Maria MOSCA	Freie Demokratische Partei	0.954861	0.976909
Alessia Maria MOSCA	Partidul Naţional Liberal	0.953069	0.975970
Alessia Maria MOSCA	Christlich-Soziale Union in Bayern e.V.	0.951724	0.975265
Alessia Maria MOSCA	Partido Popular	0.951724	0.975265
Alessia Maria MOSCA	Partija 'VIENOTIBA'	0.951724	0.975265
Alessia Maria MOSCA	Platforma Obywatelska	0.951724	0.975265
Alessia Maria MOSCA	Christlich Demokratische Union Deutschlands	0.948454	0.973545
Alessia Maria MOSCA	Moderaterna	0.948276	0.973451
Alessia Maria MOSCA	Democraten 66	0.945205	0.971831
Alessia Maria MOSCA	Fine Gael Party	0.945205	0.971831
Alessia Maria MOSCA	Arbetarepartiet- Socialdemokraterna	0.945017	0.971731
Alessia Maria MOSCA	Mouvement Démocrate	0.945017	0.971731
Alessia Maria MOSCA	Socialdemokratiet	0.944828	0.971631
Pablo IGLESIAS	Izquierda Unida	0.989691	0.994819
Pablo IGLESIAS	DIE LINKE.	0.989655	0.994801
Pablo IGLESIAS	Parti socialiste	0.979592	0.989691
Pablo IGLESIAS	Sinn Féin	0.979592	0.989691
Pablo IGLESIAS	Christen Democratisch Appel	0.976271	0.987993
Pablo IGLESIAS	PODEMOS	0.976271	0.987993
Pablo IGLESIAS	Bündnis 90/Die Grünen	0.972881	0.986254
Pablo IGLESIAS	Die Grünen - Die Grüne Alternative	0.969697	0.984615
Pablo IGLESIAS	Movimento 5 Stelle	0.969697	0.984615
Pablo IGLESIAS	Europe Écologie	0.969595	0.984563
Pablo IGLESIAS	Front de Gauche	0.969595	0.984563
Pablo IGLESIAS	Sozialdemokratische Partei Deutschlands	0.969595	0.984563
Pablo IGLESIAS	Partij van de Arbeid	0.969492	0.984509
Pablo IGLESIAS	Sozialdemokratische Partei Österreichs	0.969492	0.984509
Pablo IGLESIAS	Independent	0.966443	0.982935
Pablo IGLESIAS	Les Républicains	0.966443	0.982935
Pablo IGLESIAS	Partido Socialista Obrero Espanol	0.966443	0.982935
Pablo IGLESIAS	Labour Party	0.966330	0.982877
Pablo IGLESIAS	Green Party	0.966216	0.982818
Pablo IGLESIAS	Fine Gael Party	0.966102	0.982759
Eleonora FORENZA	Front national	0.832753	0.908745
Eleonora FORENZA	Front de Gauche	0.820339	0.901304
Eleonora FORENZA	PODEMOS	0.820339	0.901304
Eleonora FORENZA	Movimento 5 Stelle	0.814815	0.897959
Eleonora FORENZA	Europe Écologie	0.814189	0.897579
Eleonora FORENZA	DIE LINKE.	0.812287	0.896422
Eleonora FORENZA	Independent	0.812081	0.896296
Eleonora FORENZA	Partido Socialista Obrero Espanol	0.812081	0.896296
Eleonora FORENZA	Die Grünen - Die Grüne Alternative	0.808725	0.894249
Eleonora FORENZA	Partito Democratico	0.808725	0.894249
Eleonora FORENZA	Izquierda Unida	0.806780	0.893058
Eleonora FORENZA	Les Républicains	0.806020	0.892593
Eleonora FORENZA	Labour Party	0.805369	0.892193
Eleonora FORENZA	Green Party	0.804714	0.891791
Eleonora FORENZA	Parti socialiste	0.804714	0.891791
Eleonora FORENZA	Sinn Féin	0.804714	0.891791
Eleonora FORENZA	Christen Democratisch Appel	0.802013	0.890130
Eleonora FORENZA	Sozialdemokratische Partei Deutschlands	0.802013	0.890130
Eleonora FORENZA	Forza Italia	0.801347	0.889720
Eleonora FORENZA	Partij van de Arbeid	0.801347	0.889720
Gabriele ZIMMER	DIE LINKE.	0.913495	0.954792
Gabriele ZIMMER	Izquierda Unida	0.900685	0.947748
Gabriele ZIMMER	Parti socialiste	0.897959	0.946237
Gabriele ZIMMER	Sinn Féin	0.897959	0.946237
Gabriele ZIMMER	Front de Gauche	0.894915	0.944544
Gabriele ZIMMER	PODEMOS	0.894915	0.944544
Gabriele ZIMMER	Bündnis 90/Die Grünen	0.891525	0.942652
Gabriele ZIMMER	Die Grünen - Die Grüne Alternative	0.888889	0.941176
Gabriele ZIMMER	Movimento 5 Stelle	0.888889	0.941176
Gabriele ZIMMER	Christen Democratisch Appel	0.888514	0.940966
Gabriele ZIMMER	Europe Écologie	0.888514	0.940966
Gabriele ZIMMER	Sozialdemokratische Partei Deutschlands	0.888514	0.940966
Gabriele ZIMMER	Partij van de Arbeid	0.888136	0.940754
Gabriele ZIMMER	Sozialdemokratische Partei Österreichs	0.888136	0.940754
Gabriele ZIMMER	Independent	0.885906	0.939502
Gabriele ZIMMER	Les Républicains	0.885906	0.939502
Gabriele ZIMMER	Partido Socialista Obrero Espanol	0.885906	0.939502
Gabriele ZIMMER	Labour Party	0.885522	0.939286
Gabriele ZIMMER	Green Party	0.885135	0.939068
Gabriele ZIMMER	Partito Democratico	0.882550	0.937611
Dimitrios PAPADIMOULIS	DIE LINKE.	0.975779	0.987741
Dimitrios PAPADIMOULIS	Izquierda Unida	0.969072	0.984293
Dimitrios PAPADIMOULIS	Parti socialiste	0.959184	0.979167
Dimitrios PAPADIMOULIS	Sinn Féin	0.959184	0.979167
Dimitrios PAPADIMOULIS	Christen Democratisch Appel	0.955932	0.977470
Dimitrios PAPADIMOULIS	PODEMOS	0.955932	0.977470
Dimitrios PAPADIMOULIS	Bündnis 90/Die Grünen	0.952542	0.975694
Dimitrios PAPADIMOULIS	Die Grünen - Die Grüne Alternative	0.949495	0.974093
Dimitrios PAPADIMOULIS	Movimento 5 Stelle	0.949495	0.974093
Dimitrios PAPADIMOULIS	Europe Écologie	0.949324	0.974003
Dimitrios PAPADIMOULIS	Front de Gauche	0.949324	0.974003
Dimitrios PAPADIMOULIS	Sozialdemokratische Partei Deutschlands	0.949324	0.974003
Dimitrios PAPADIMOULIS	Partij van de Arbeid	0.949153	0.973913
Dimitrios PAPADIMOULIS	Sozialdemokratische Partei Österreichs	0.949153	0.973913
Dimitrios PAPADIMOULIS	Independent	0.946309	0.972414
Dimitrios PAPADIMOULIS	Les Républicains	0.946309	0.972414
Dimitrios PAPADIMOULIS	Partido Socialista Obrero Espanol	0.946309	0.972414
Dimitrios PAPADIMOULIS	Labour Party	0.946128	0.972318
Dimitrios PAPADIMOULIS	Green Party	0.945946	0.972222
Dimitrios PAPADIMOULIS	Fine Gael Party	0.945763	0.972125
Ernest URTASUN	PODEMOS	0.986486	0.993197
Ernest URTASUN	Independent	0.983221	0.991540
Ernest URTASUN	Partido Socialista Obrero Espanol	0.983221	0.991540
Ernest URTASUN	Die Grünen - Die Grüne Alternative	0.979866	0.989831
Ernest URTASUN	Movimento 5 Stelle	0.979866	0.989831
Ernest URTASUN	Partito Democratico	0.979866	0.989831
Ernest URTASUN	Europe Écologie	0.979798	0.989796
Ernest URTASUN	Front de Gauche	0.979798	0.989796
Ernest URTASUN	Les Républicains	0.976589	0.988156
Ernest URTASUN	Labour Party	0.976510	0.988115
Ernest URTASUN	Sinn Féin	0.976431	0.988075
Ernest URTASUN	Christen Democratisch Appel	0.973154	0.986395
Ernest URTASUN	Sozialdemokratische Partei Deutschlands	0.973154	0.986395
Ernest URTASUN	Forza Italia	0.973064	0.986348
Ernest URTASUN	Partij van de Arbeid	0.973064	0.986348
