name	party	fj_avg	bc_avg
Sylvie GOULARD	Moderaterna	0.978799	0.989286
Sylvie GOULARD	Freie Demokratische Partei	0.975352	0.987522
Sylvie GOULARD	Citizens for European Development of Bulgaria	0.975177	0.987433
Sylvie GOULARD	Kansallinen Kokoomus	0.968750	0.984127
Sylvie GOULARD	Socialdemokratiet	0.968750	0.984127
Sylvie GOULARD	Česká strana sociálně demokratická	0.968310	0.983900
Sylvie GOULARD	Green Party	0.965398	0.982394
Sylvie GOULARD	Sozialdemokratische Partei Österreichs	0.965398	0.982394
Sylvie GOULARD	Partit Nazzjonalista	0.965278	0.982332
Sylvie GOULARD	Nea Demokratia	0.964539	0.981949
Sylvie GOULARD	Democraten 66	0.962069	0.980668
Sylvie GOULARD	Mouvement Démocrate	0.962069	0.980668
Sylvie GOULARD	Partido Popular	0.962069	0.980668
Sylvie GOULARD	Partija 'VIENOTIBA'	0.962069	0.980668
Sylvie GOULARD	Platforma Obywatelska	0.962069	0.980668
Sylvie GOULARD	Christlich-Soziale Union in Bayern e.V.	0.961938	0.980600
Sylvie GOULARD	Arbetarepartiet- Socialdemokraterna	0.958621	0.978873
Sylvie GOULARD	Christen Democratisch Appel	0.952218	0.975524
Sylvie GOULARD	Christlich Demokratische Union Deutschlands	0.952218	0.975524
Sylvie GOULARD	Österreichische Volkspartei	0.952218	0.975524
Beatriz BECERRA BASTERRECHEA	Labour Party	0.996610	0.998302
Beatriz BECERRA BASTERRECHEA	United Kingdom Independence Party	0.989899	0.994924
Beatriz BECERRA BASTERRECHEA	Österreichische Volkspartei	0.989831	0.994889
Beatriz BECERRA BASTERRECHEA	Independent	0.986577	0.993243
Beatriz BECERRA BASTERRECHEA	Partido Socialista Obrero Espanol	0.986577	0.993243
Beatriz BECERRA BASTERRECHEA	Partito Democratico	0.986577	0.993243
Beatriz BECERRA BASTERRECHEA	-1	0.986532	0.993220
Beatriz BECERRA BASTERRECHEA	Forza Italia	0.986486	0.993197
Beatriz BECERRA BASTERRECHEA	Partij van de Arbeid	0.986486	0.993197
Beatriz BECERRA BASTERRECHEA	Sozialdemokratische Partei Deutschlands	0.986486	0.993197
Beatriz BECERRA BASTERRECHEA	Democraten 66	0.986395	0.993151
Beatriz BECERRA BASTERRECHEA	Partija 'VIENOTIBA'	0.986395	0.993151
Beatriz BECERRA BASTERRECHEA	Platforma Obywatelska	0.986395	0.993151
Beatriz BECERRA BASTERRECHEA	Bündnis 90/Die Grünen	0.983165	0.991511
Beatriz BECERRA BASTERRECHEA	Conservative Party	0.983165	0.991511
Beatriz BECERRA BASTERRECHEA	Green Party	0.982993	0.991424
Beatriz BECERRA BASTERRECHEA	Sozialdemokratische Partei Österreichs	0.982993	0.991424
Beatriz BECERRA BASTERRECHEA	Les Républicains	0.979933	0.989865
Beatriz BECERRA BASTERRECHEA	Die Grünen - Die Grüne Alternative	0.979866	0.989831
Beatriz BECERRA BASTERRECHEA	Mouvement Démocrate	0.979661	0.989726
Guy VERHOFSTADT	Mouvement Démocrate	1.000000	1.000000
Guy VERHOFSTADT	Green Party	0.996552	0.998273
Guy VERHOFSTADT	Sozialdemokratische Partei Österreichs	0.996552	0.998273
Guy VERHOFSTADT	Democraten 66	0.993127	0.996552
Guy VERHOFSTADT	Partija 'VIENOTIBA'	0.993127	0.996552
Guy VERHOFSTADT	Platforma Obywatelska	0.993127	0.996552
Guy VERHOFSTADT	Christlich-Soziale Union in Bayern e.V.	0.993103	0.996540
Guy VERHOFSTADT	Partit Nazzjonalista	0.989655	0.994801
Guy VERHOFSTADT	Kansallinen Kokoomus	0.986254	0.993080
Guy VERHOFSTADT	Socialdemokratiet	0.986254	0.993080
Guy VERHOFSTADT	Bündnis 90/Die Grünen	0.983051	0.991453
Guy VERHOFSTADT	Labour Party	0.983051	0.991453
Guy VERHOFSTADT	Christen Democratisch Appel	0.982993	0.991424
Guy VERHOFSTADT	Christlich Demokratische Union Deutschlands	0.982993	0.991424
Guy VERHOFSTADT	Parti socialiste	0.982993	0.991424
Guy VERHOFSTADT	Österreichische Volkspartei	0.982993	0.991424
Guy VERHOFSTADT	Arbetarepartiet- Socialdemokraterna	0.982877	0.991364
Guy VERHOFSTADT	-1	0.979730	0.989761
Guy VERHOFSTADT	Die Grünen - Die Grüne Alternative	0.979730	0.989761
Guy VERHOFSTADT	Sozialdemokratische Partei Deutschlands	0.979661	0.989726
Sophia in 't VELD	Česká strana sociálně demokratická	0.992857	0.996416
Sophia in 't VELD	Citizens for European Development of Bulgaria	0.992832	0.996403
Sophia in 't VELD	Moderaterna	0.989324	0.994633
Sophia in 't VELD	Nea Demokratia	0.989209	0.994575
Sophia in 't VELD	Freie Demokratische Partei	0.978799	0.989286
Sophia in 't VELD	Kansallinen Kokoomus	0.965278	0.982332
Sophia in 't VELD	Prawo i Sprawiedliwość	0.964286	0.981818
Sophia in 't VELD	Democraten 66	0.958621	0.978873
Sophia in 't VELD	Partija 'VIENOTIBA'	0.958621	0.978873
Sophia in 't VELD	Platforma Obywatelska	0.958621	0.978873
Sophia in 't VELD	Partidul Naţional Liberal	0.956835	0.977941
Sophia in 't VELD	Green Party	0.955172	0.977072
Sophia in 't VELD	Sozialdemokratische Partei Österreichs	0.955172	0.977072
Sophia in 't VELD	Partit Nazzjonalista	0.955017	0.976991
Sophia in 't VELD	Slovenska demokratska stranka	0.953405	0.976147
Sophia in 't VELD	Fine Gael Party	0.952055	0.975439
Sophia in 't VELD	Mouvement Démocrate	0.951890	0.975352
Sophia in 't VELD	Partido Popular	0.951890	0.975352
Sophia in 't VELD	Christlich-Soziale Union in Bayern e.V.	0.951724	0.975265
Sophia in 't VELD	Socialdemokratiet	0.951724	0.975265
Petr JEŽEK	Sozialdemokratische Partei Deutschlands	0.996599	0.998296
Petr JEŽEK	Bündnis 90/Die Grünen	0.993220	0.996599
Petr JEŽEK	-1	0.989865	0.994907
Petr JEŽEK	Partij van de Arbeid	0.989831	0.994889
Petr JEŽEK	Democraten 66	0.989761	0.994854
Petr JEŽEK	Partido Popular	0.989761	0.994854
Petr JEŽEK	Partija 'VIENOTIBA'	0.989761	0.994854
Petr JEŽEK	Platforma Obywatelska	0.989761	0.994854
Petr JEŽEK	Christen Democratisch Appel	0.986441	0.993174
Petr JEŽEK	Christlich Demokratische Union Deutschlands	0.986441	0.993174
Petr JEŽEK	Parti socialiste	0.986441	0.993174
Petr JEŽEK	Arbetarepartiet- Socialdemokraterna	0.986348	0.993127
Petr JEŽEK	Green Party	0.986348	0.993127
Petr JEŽEK	Sozialdemokratische Partei Österreichs	0.986348	0.993127
Petr JEŽEK	Independent	0.983221	0.991540
Petr JEŽEK	Les Républicains	0.983221	0.991540
Petr JEŽEK	Partido Socialista Obrero Espanol	0.983221	0.991540
Petr JEŽEK	Partito Democratico	0.983221	0.991540
Petr JEŽEK	Die Grünen - Die Grüne Alternative	0.983165	0.991511
Petr JEŽEK	Forza Italia	0.983108	0.991482
Charles GOERENS	Citizens for European Development of Bulgaria	0.985663	0.992780
Charles GOERENS	Moderaterna	0.982206	0.991023
Charles GOERENS	Česká strana sociálně demokratická	0.978648	0.989209
Charles GOERENS	Nea Demokratia	0.974910	0.987296
Charles GOERENS	Freie Demokratische Partei	0.964789	0.982079
Charles GOERENS	Kansallinen Kokoomus	0.958333	0.978723
Charles GOERENS	Socialdemokratiet	0.958333	0.978723
Charles GOERENS	Green Party	0.955017	0.976991
Charles GOERENS	Sozialdemokratische Partei Österreichs	0.955017	0.976991
Charles GOERENS	Partit Nazzjonalista	0.954861	0.976909
Charles GOERENS	Democraten 66	0.951724	0.975265
Charles GOERENS	Mouvement Démocrate	0.951724	0.975265
Charles GOERENS	Partido Popular	0.951724	0.975265
Charles GOERENS	Partija 'VIENOTIBA'	0.951724	0.975265
Charles GOERENS	Platforma Obywatelska	0.951724	0.975265
Charles GOERENS	Christlich-Soziale Union in Bayern e.V.	0.951557	0.975177
Charles GOERENS	Arbetarepartiet- Socialdemokraterna	0.948276	0.973451
Charles GOERENS	Fine Gael Party	0.945205	0.971831
Charles GOERENS	Prawo i Sprawiedliwość	0.943262	0.970803
Charles GOERENS	Partidul Naţional Liberal	0.942652	0.970480
Kaja KALLAS	Česká strana sociálně demokratická	0.982270	0.991055
Kaja KALLAS	Moderaterna	0.978799	0.989286
Kaja KALLAS	Freie Demokratische Partei	0.975352	0.987522
Kaja KALLAS	Citizens for European Development of Bulgaria	0.975177	0.987433
Kaja KALLAS	Nea Demokratia	0.971530	0.985560
Kaja KALLAS	Democraten 66	0.962069	0.980668
Kaja KALLAS	Partija 'VIENOTIBA'	0.962069	0.980668
Kaja KALLAS	Platforma Obywatelska	0.962069	0.980668
Kaja KALLAS	Kansallinen Kokoomus	0.961938	0.980600
Kaja KALLAS	Green Party	0.958621	0.978873
Kaja KALLAS	Sozialdemokratische Partei Österreichs	0.958621	0.978873
Kaja KALLAS	Partit Nazzjonalista	0.958478	0.978799
Kaja KALLAS	Fine Gael Party	0.955479	0.977233
Kaja KALLAS	Mouvement Démocrate	0.955326	0.977153
Kaja KALLAS	Partido Popular	0.955326	0.977153
Kaja KALLAS	Christlich-Soziale Union in Bayern e.V.	0.955172	0.977072
Kaja KALLAS	Socialdemokratiet	0.955172	0.977072
Kaja KALLAS	Christlich Demokratische Union Deutschlands	0.952218	0.975524
Kaja KALLAS	Arbetarepartiet- Socialdemokraterna	0.951890	0.975352
Kaja KALLAS	Sozialdemokratische Partei Deutschlands	0.948980	0.973822
Izaskun BILBAO BARANDICA	Bündnis 90/Die Grünen	0.993220	0.996599
Izaskun BILBAO BARANDICA	Izquierda Unida	0.993197	0.996587
Izaskun BILBAO BARANDICA	-1	0.989865	0.994907
Izaskun BILBAO BARANDICA	Sozialdemokratische Partei Deutschlands	0.989831	0.994889
Izaskun BILBAO BARANDICA	Europe Écologie	0.989796	0.994872
Izaskun BILBAO BARANDICA	PODEMOS	0.986486	0.993197
Izaskun BILBAO BARANDICA	Christen Democratisch Appel	0.986441	0.993174
Izaskun BILBAO BARANDICA	Parti socialiste	0.986441	0.993174
Izaskun BILBAO BARANDICA	Sinn Féin	0.986441	0.993174
Izaskun BILBAO BARANDICA	Independent	0.983221	0.991540
Izaskun BILBAO BARANDICA	Les Républicains	0.983221	0.991540
Izaskun BILBAO BARANDICA	Partido Socialista Obrero Espanol	0.983221	0.991540
Izaskun BILBAO BARANDICA	Partito Democratico	0.983221	0.991540
Izaskun BILBAO BARANDICA	Die Grünen - Die Grüne Alternative	0.983165	0.991511
Izaskun BILBAO BARANDICA	Partij van de Arbeid	0.983108	0.991482
Izaskun BILBAO BARANDICA	Fine Gael Party	0.983051	0.991453
Izaskun BILBAO BARANDICA	Labour Party	0.979798	0.989796
Izaskun BILBAO BARANDICA	Christlich Demokratische Union Deutschlands	0.979730	0.989761
Izaskun BILBAO BARANDICA	DIE LINKE.	0.979592	0.989691
Izaskun BILBAO BARANDICA	Movimento 5 Stelle	0.976510	0.988115
Pavel TELIČKA	Socialdemokratiet	0.989583	0.994764
Pavel TELIČKA	Democraten 66	0.982759	0.991304
Pavel TELIČKA	Partija 'VIENOTIBA'	0.982759	0.991304
Pavel TELIČKA	Platforma Obywatelska	0.982759	0.991304
Pavel TELIČKA	Kansallinen Kokoomus	0.982699	0.991274
Pavel TELIČKA	Arbetarepartiet- Socialdemokraterna	0.979310	0.989547
Pavel TELIČKA	Green Party	0.979310	0.989547
Pavel TELIČKA	Sozialdemokratische Partei Österreichs	0.979310	0.989547
Pavel TELIČKA	Mouvement Démocrate	0.975945	0.987826
Pavel TELIČKA	Christlich-Soziale Union in Bayern e.V.	0.975862	0.987784
Pavel TELIČKA	Christlich Demokratische Union Deutschlands	0.972696	0.986159
Pavel TELIČKA	Partit Nazzjonalista	0.972414	0.986014
Pavel TELIČKA	Sozialdemokratische Partei Deutschlands	0.969388	0.984456
Pavel TELIČKA	Freie Demokratische Partei	0.968750	0.984127
Pavel TELIČKA	Bündnis 90/Die Grünen	0.966102	0.982759
Pavel TELIČKA	Conservative Party	0.966102	0.982759
Pavel TELIČKA	Labour Party	0.966102	0.982759
Pavel TELIČKA	Izquierda Unida	0.965986	0.982699
Pavel TELIČKA	Österreichische Volkspartei	0.965986	0.982699
Pavel TELIČKA	Moderaterna	0.965278	0.982332
Angelika MLINAR	Česká strana sociálně demokratická	0.982394	0.991119
Angelika MLINAR	Citizens for European Development of Bulgaria	0.982332	0.991087
Angelika MLINAR	Mouvement Démocrate	0.975862	0.987784
Angelika MLINAR	Green Party	0.972414	0.986014
Angelika MLINAR	Sozialdemokratische Partei Österreichs	0.972414	0.986014
Angelika MLINAR	Partit Nazzjonalista	0.972318	0.985965
Angelika MLINAR	Moderaterna	0.972028	0.985816
Angelika MLINAR	Nea Demokratia	0.971731	0.985663
Angelika MLINAR	Democraten 66	0.969072	0.984293
Angelika MLINAR	Partido Popular	0.969072	0.984293
Angelika MLINAR	Partija 'VIENOTIBA'	0.969072	0.984293
Angelika MLINAR	Platforma Obywatelska	0.969072	0.984293
Angelika MLINAR	Christlich-Soziale Union in Bayern e.V.	0.968966	0.984238
Angelika MLINAR	Kansallinen Kokoomus	0.968966	0.984238
Angelika MLINAR	Freie Demokratische Partei	0.968641	0.984071
Angelika MLINAR	Christen Democratisch Appel	0.965870	0.982639
Angelika MLINAR	Christlich Demokratische Union Deutschlands	0.965870	0.982639
Angelika MLINAR	Fine Gael Party	0.962457	0.980870
Angelika MLINAR	Socialdemokratiet	0.962199	0.980736
Angelika MLINAR	Bündnis 90/Die Grünen	0.959322	0.979239
Jens GEIER	Socialdemokratiet	0.993056	0.996516
Jens GEIER	Green Party	0.989619	0.994783
Jens GEIER	Sozialdemokratische Partei Österreichs	0.989619	0.994783
Jens GEIER	Democraten 66	0.986207	0.993056
Jens GEIER	Mouvement Démocrate	0.986207	0.993056
Jens GEIER	Partija 'VIENOTIBA'	0.986207	0.993056
Jens GEIER	Platforma Obywatelska	0.986207	0.993056
Jens GEIER	Christlich-Soziale Union in Bayern e.V.	0.986159	0.993031
Jens GEIER	Arbetarepartiet- Socialdemokraterna	0.982759	0.991304
Jens GEIER	Partit Nazzjonalista	0.982699	0.991274
Jens GEIER	Kansallinen Kokoomus	0.979310	0.989547
Jens GEIER	Izquierda Unida	0.976109	0.987910
Jens GEIER	Österreichische Volkspartei	0.976109	0.987910
Jens GEIER	Sozialdemokratische Partei Deutschlands	0.972789	0.986207
Jens GEIER	Europe Écologie	0.972696	0.986159
Jens GEIER	Partido Popular	0.972603	0.986111
Jens GEIER	Bündnis 90/Die Grünen	0.969492	0.984509
Jens GEIER	Labour Party	0.969492	0.984509
Jens GEIER	PODEMOS	0.969492	0.984509
Jens GEIER	Christen Democratisch Appel	0.969388	0.984456
Philippe DE BACKER	Nea Demokratia	0.989130	0.994536
Philippe DE BACKER	Citizens for European Development of Bulgaria	0.985612	0.992754
Philippe DE BACKER	Česká strana sociálně demokratická	0.978571	0.989170
Philippe DE BACKER	Moderaterna	0.975089	0.987387
Philippe DE BACKER	Freie Demokratische Partei	0.971631	0.985612
Philippe DE BACKER	Partidul Naţional Liberal	0.963636	0.981481
Philippe DE BACKER	Slovenska demokratska stranka	0.960145	0.979667
Philippe DE BACKER	Prawo i Sprawiedliwość	0.956989	0.978022
Philippe DE BACKER	Kansallinen Kokoomus	0.951389	0.975089
Philippe DE BACKER	Green Party	0.948097	0.973357
Philippe DE BACKER	Sozialdemokratische Partei Österreichs	0.948097	0.973357
Philippe DE BACKER	Partit Nazzjonalista	0.947917	0.973262
Philippe DE BACKER	Democraten 66	0.944828	0.971631
Philippe DE BACKER	Mouvement Démocrate	0.944828	0.971631
Philippe DE BACKER	Partido Popular	0.944828	0.971631
Philippe DE BACKER	Partija 'VIENOTIBA'	0.944828	0.971631
Philippe DE BACKER	Platforma Obywatelska	0.944828	0.971631
Philippe DE BACKER	Christlich-Soziale Union in Bayern e.V.	0.944637	0.971530
Philippe DE BACKER	Fine Gael Party	0.938356	0.968198
Philippe DE BACKER	Socialdemokratiet	0.937931	0.967972
Dominique RIQUET	Mouvement Démocrate	0.996552	0.998273
Dominique RIQUET	Green Party	0.993103	0.996540
Dominique RIQUET	Sozialdemokratische Partei Österreichs	0.993103	0.996540
Dominique RIQUET	Democraten 66	0.989691	0.994819
Dominique RIQUET	Partija 'VIENOTIBA'	0.989691	0.994819
Dominique RIQUET	Platforma Obywatelska	0.989691	0.994819
Dominique RIQUET	Christlich-Soziale Union in Bayern e.V.	0.989655	0.994801
Dominique RIQUET	Kansallinen Kokoomus	0.989655	0.994801
Dominique RIQUET	Partit Nazzjonalista	0.986207	0.993056
Dominique RIQUET	Socialdemokratiet	0.982818	0.991334
Dominique RIQUET	Bündnis 90/Die Grünen	0.979661	0.989726
Dominique RIQUET	Labour Party	0.979661	0.989726
Dominique RIQUET	Christen Democratisch Appel	0.979592	0.989691
Dominique RIQUET	Christlich Demokratische Union Deutschlands	0.979592	0.989691
Dominique RIQUET	Parti socialiste	0.979592	0.989691
Dominique RIQUET	Österreichische Volkspartei	0.979592	0.989691
Dominique RIQUET	Arbetarepartiet- Socialdemokraterna	0.979452	0.989619
Dominique RIQUET	-1	0.976351	0.988034
Dominique RIQUET	Die Grünen - Die Grüne Alternative	0.976351	0.988034
Dominique RIQUET	Sozialdemokratische Partei Deutschlands	0.976271	0.987993
Matthijs van MILTENBURG	Moderaterna	0.985816	0.992857
Matthijs van MILTENBURG	Freie Demokratische Partei	0.982332	0.991087
Matthijs van MILTENBURG	Citizens for European Development of Bulgaria	0.982206	0.991023
Matthijs van MILTENBURG	Nea Demokratia	0.978571	0.989170
Matthijs van MILTENBURG	Česká strana sociálně demokratická	0.975265	0.987478
Matthijs van MILTENBURG	Kansallinen Kokoomus	0.968750	0.984127
Matthijs van MILTENBURG	Green Party	0.965398	0.982394
Matthijs van MILTENBURG	Sozialdemokratische Partei Österreichs	0.965398	0.982394
Matthijs van MILTENBURG	Partit Nazzjonalista	0.965278	0.982332
Matthijs van MILTENBURG	Democraten 66	0.962069	0.980668
Matthijs van MILTENBURG	Mouvement Démocrate	0.962069	0.980668
Matthijs van MILTENBURG	Partido Popular	0.962069	0.980668
Matthijs van MILTENBURG	Partija 'VIENOTIBA'	0.962069	0.980668
Matthijs van MILTENBURG	Platforma Obywatelska	0.962069	0.980668
Matthijs van MILTENBURG	Christlich-Soziale Union in Bayern e.V.	0.961938	0.980600
Matthijs van MILTENBURG	Prawo i Sprawiedliwość	0.960854	0.980036
Matthijs van MILTENBURG	Socialdemokratiet	0.955172	0.977072
Matthijs van MILTENBURG	Partidul Naţional Liberal	0.953405	0.976147
Matthijs van MILTENBURG	Christen Democratisch Appel	0.952218	0.975524
Matthijs van MILTENBURG	Christlich Demokratische Union Deutschlands	0.952218	0.975524
Danuta Maria HÜBNER	Partidul Naţional Liberal	0.988806	0.994371
Danuta Maria HÜBNER	Slovenska demokratska stranka	0.977778	0.988764
Danuta Maria HÜBNER	Nea Demokratia	0.963768	0.981550
Danuta Maria HÜBNER	Prawo i Sprawiedliwość	0.960000	0.979592
Danuta Maria HÜBNER	Citizens for European Development of Bulgaria	0.953405	0.976147
Danuta Maria HÜBNER	Česká strana sociálně demokratická	0.946619	0.972578
Danuta Maria HÜBNER	Moderaterna	0.943262	0.970803
Danuta Maria HÜBNER	Freie Demokratische Partei	0.939929	0.969035
Danuta Maria HÜBNER	Partit Nazzjonalista	0.930314	0.963899
Danuta Maria HÜBNER	Christlich-Soziale Union in Bayern e.V.	0.927083	0.962162
Danuta Maria HÜBNER	Green Party	0.923875	0.960432
Danuta Maria HÜBNER	Sozialdemokratische Partei Österreichs	0.923875	0.960432
Danuta Maria HÜBNER	Democraten 66	0.920690	0.958707
Danuta Maria HÜBNER	Mouvement Démocrate	0.920690	0.958707
Danuta Maria HÜBNER	Partido Popular	0.920690	0.958707
Danuta Maria HÜBNER	Partija 'VIENOTIBA'	0.920690	0.958707
Danuta Maria HÜBNER	Platforma Obywatelska	0.920690	0.958707
Danuta Maria HÜBNER	Kansallinen Kokoomus	0.920415	0.958559
Danuta Maria HÜBNER	Fine Gael Party	0.914384	0.955277
Danuta Maria HÜBNER	Socialdemokratiet	0.913793	0.954955
Alessia Maria MOSCA	Citizens for European Development of Bulgaria	0.992806	0.996390
Alessia Maria MOSCA	Nea Demokratia	0.989170	0.994555
Alessia Maria MOSCA	Česká strana sociálně demokratická	0.985714	0.992806
Alessia Maria MOSCA	Moderaterna	0.982206	0.991023
Alessia Maria MOSCA	Freie Demokratische Partei	0.964789	0.982079
Alessia Maria MOSCA	Kansallinen Kokoomus	0.958333	0.978723
Alessia Maria MOSCA	Partidul Naţional Liberal	0.956679	0.977860
Alessia Maria MOSCA	Green Party	0.955017	0.976991
Alessia Maria MOSCA	Sozialdemokratische Partei Österreichs	0.955017	0.976991
Alessia Maria MOSCA	Partit Nazzjonalista	0.954861	0.976909
Alessia Maria MOSCA	Slovenska demokratska stranka	0.953237	0.976059
Alessia Maria MOSCA	Democraten 66	0.951724	0.975265
Alessia Maria MOSCA	Mouvement Démocrate	0.951724	0.975265
Alessia Maria MOSCA	Partido Popular	0.951724	0.975265
Alessia Maria MOSCA	Partija 'VIENOTIBA'	0.951724	0.975265
Alessia Maria MOSCA	Platforma Obywatelska	0.951724	0.975265
Alessia Maria MOSCA	Christlich-Soziale Union in Bayern e.V.	0.951557	0.975177
Alessia Maria MOSCA	Prawo i Sprawiedliwość	0.950178	0.974453
Alessia Maria MOSCA	Fine Gael Party	0.945205	0.971831
Alessia Maria MOSCA	Socialdemokratiet	0.944828	0.971631
Pablo IGLESIAS	DIE LINKE.	0.993080	0.996528
Pablo IGLESIAS	Izquierda Unida	0.979522	0.989655
Pablo IGLESIAS	Europe Écologie	0.976109	0.987910
Pablo IGLESIAS	PODEMOS	0.972881	0.986254
Pablo IGLESIAS	Christen Democratisch Appel	0.972789	0.986207
Pablo IGLESIAS	Parti socialiste	0.972789	0.986207
Pablo IGLESIAS	Sinn Féin	0.972789	0.986207
Pablo IGLESIAS	Die Grünen - Die Grüne Alternative	0.969595	0.984563
Pablo IGLESIAS	Movimento 5 Stelle	0.969595	0.984563
Pablo IGLESIAS	Bündnis 90/Die Grünen	0.966216	0.982818
Pablo IGLESIAS	Independent	0.963087	0.981197
Pablo IGLESIAS	Les Républicains	0.963087	0.981197
Pablo IGLESIAS	Partido Socialista Obrero Espanol	0.963087	0.981197
Pablo IGLESIAS	Partito Democratico	0.963087	0.981197
Pablo IGLESIAS	-1	0.962963	0.981132
Pablo IGLESIAS	Front de Gauche	0.962838	0.981067
Pablo IGLESIAS	Partij van de Arbeid	0.962838	0.981067
Pablo IGLESIAS	Sozialdemokratische Partei Deutschlands	0.962838	0.981067
Pablo IGLESIAS	Fine Gael Party	0.962712	0.981002
Pablo IGLESIAS	Partido Popular	0.962585	0.980936
Eleonora FORENZA	Front national	0.829268	0.906667
Eleonora FORENZA	Front de Gauche	0.823129	0.902985
Eleonora FORENZA	PODEMOS	0.820339	0.901304
Eleonora FORENZA	Movimento 5 Stelle	0.817568	0.899628
Eleonora FORENZA	Izquierda Unida	0.813559	0.897196
Eleonora FORENZA	DIE LINKE.	0.812287	0.896422
Eleonora FORENZA	Independent	0.812081	0.896296
Eleonora FORENZA	Partido Socialista Obrero Espanol	0.812081	0.896296
Eleonora FORENZA	Partito Democratico	0.812081	0.896296
Eleonora FORENZA	Sinn Féin	0.807432	0.893458
Eleonora FORENZA	Les Républicains	0.806020	0.892593
Eleonora FORENZA	-1	0.805369	0.892193
Eleonora FORENZA	Die Grünen - Die Grüne Alternative	0.805369	0.892193
Eleonora FORENZA	Forza Italia	0.804714	0.891791
Eleonora FORENZA	Partij van de Arbeid	0.804714	0.891791
Eleonora FORENZA	Europe Écologie	0.804054	0.891386
Eleonora FORENZA	United Kingdom Independence Party	0.802676	0.890538
Eleonora FORENZA	Bündnis 90/Die Grünen	0.802013	0.890130
Eleonora FORENZA	Labour Party	0.802013	0.890130
Eleonora FORENZA	Parti socialiste	0.801347	0.889720
Gabriele ZIMMER	DIE LINKE.	0.913495	0.954792
Gabriele ZIMMER	Izquierda Unida	0.901024	0.947935
Gabriele ZIMMER	Sinn Féin	0.901024	0.947935
Gabriele ZIMMER	Europe Écologie	0.897611	0.946043
Gabriele ZIMMER	PODEMOS	0.894915	0.944544
Gabriele ZIMMER	Parti socialiste	0.894558	0.944345
Gabriele ZIMMER	Die Grünen - Die Grüne Alternative	0.891892	0.942857
Gabriele ZIMMER	Movimento 5 Stelle	0.891892	0.942857
Gabriele ZIMMER	Front de Gauche	0.891525	0.942652
Gabriele ZIMMER	Bündnis 90/Die Grünen	0.888514	0.940966
Gabriele ZIMMER	Christen Democratisch Appel	0.888136	0.940754
Gabriele ZIMMER	Independent	0.885906	0.939502
Gabriele ZIMMER	Les Républicains	0.885906	0.939502
Gabriele ZIMMER	Partido Socialista Obrero Espanol	0.885906	0.939502
Gabriele ZIMMER	Partito Democratico	0.885906	0.939502
Gabriele ZIMMER	-1	0.885522	0.939286
Gabriele ZIMMER	Partij van de Arbeid	0.885135	0.939068
Gabriele ZIMMER	Sozialdemokratische Partei Deutschlands	0.885135	0.939068
Gabriele ZIMMER	Christlich Demokratische Union Deutschlands	0.881757	0.937163
Gabriele ZIMMER	Österreichische Volkspartei	0.881757	0.937163
Dimitrios PAPADIMOULIS	DIE LINKE.	0.979239	0.989510
Dimitrios PAPADIMOULIS	Izquierda Unida	0.965870	0.982639
Dimitrios PAPADIMOULIS	Europe Écologie	0.962457	0.980870
Dimitrios PAPADIMOULIS	PODEMOS	0.959322	0.979239
Dimitrios PAPADIMOULIS	Christen Democratisch Appel	0.959184	0.979167
Dimitrios PAPADIMOULIS	Parti socialiste	0.959184	0.979167
Dimitrios PAPADIMOULIS	Sinn Féin	0.959184	0.979167
Dimitrios PAPADIMOULIS	Die Grünen - Die Grüne Alternative	0.956081	0.977547
Dimitrios PAPADIMOULIS	Movimento 5 Stelle	0.956081	0.977547
Dimitrios PAPADIMOULIS	Front de Gauche	0.955932	0.977470
Dimitrios PAPADIMOULIS	Bündnis 90/Die Grünen	0.952703	0.975779
Dimitrios PAPADIMOULIS	Independent	0.949664	0.974182
Dimitrios PAPADIMOULIS	Les Républicains	0.949664	0.974182
Dimitrios PAPADIMOULIS	Partido Socialista Obrero Espanol	0.949664	0.974182
Dimitrios PAPADIMOULIS	Partito Democratico	0.949664	0.974182
Dimitrios PAPADIMOULIS	-1	0.949495	0.974093
Dimitrios PAPADIMOULIS	Partij van de Arbeid	0.949324	0.974003
Dimitrios PAPADIMOULIS	Sozialdemokratische Partei Deutschlands	0.949324	0.974003
Dimitrios PAPADIMOULIS	Fine Gael Party	0.949153	0.973913
Dimitrios PAPADIMOULIS	Partido Popular	0.948980	0.973822
Ernest URTASUN	PODEMOS	0.986486	0.993197
Ernest URTASUN	Independent	0.983221	0.991540
Ernest URTASUN	Partido Socialista Obrero Espanol	0.983221	0.991540
Ernest URTASUN	Partito Democratico	0.983221	0.991540
Ernest URTASUN	Movimento 5 Stelle	0.983165	0.991511
Ernest URTASUN	Izquierda Unida	0.979730	0.989761
Ernest URTASUN	Sinn Féin	0.979730	0.989761
Ernest URTASUN	Les Républicains	0.976589	0.988156
Ernest URTASUN	-1	0.976510	0.988115
Ernest URTASUN	Die Grünen - Die Grüne Alternative	0.976510	0.988115
Ernest URTASUN	Forza Italia	0.976431	0.988075
Ernest URTASUN	Front de Gauche	0.976431	0.988075
Ernest URTASUN	Partij van de Arbeid	0.976431	0.988075
Ernest URTASUN	United Kingdom Independence Party	0.973244	0.986441
Ernest URTASUN	Bündnis 90/Die Grünen	0.973154	0.986395
Ernest URTASUN	Labour Party	0.973154	0.986395
