Options:
Q = 5
thread = 0
input_graph = stdin
Reading graph...
N = 854 | E = 3823
Reading labels...
Reading edges...
N = 854 | E = 3823
Random coloring graph...
Processing DP table...
Q = 1
End processing DP table [20]ms
Q = 1
AB[  10, 100] R[  10] Q[ 3]
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.100000,0.207809,   8,   0,0.000000,0.000000,0.000000,0.000000,   7,   0,0.065617,0.000000,0.070751,0.000000,   8,   0
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.100000,0.207809,   8,   0,0.000000,0.000000,0.000000,0.207809,   8,   0,0.013136,0.000000,0.048811,0.207809,  10,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,   8,   0,0.200000,0.000000,0.100000,0.207809,   9,   0,0.110787,0.000000,0.066124,0.207809,   9,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,   9,   0,0.000000,0.000000,0.000000,1.000000,   9,   0,0.139610,0.000000,0.063291,1.000000,   9,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,   9,   0,0.000000,0.000000,0.000000,1.000000,   7,   0,0.187984,0.000000,0.114082,1.000000,   9,   0
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.200000,1.415619,   7,   0,0.000000,0.000000,0.000000,1.000000,   9,   0,0.181954,0.000000,0.075243,1.000000,  10,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,   6,   0,0.000000,0.000000,0.000000,1.415619,   9,   0,0.127589,0.000000,0.094872,1.415619,   9,   0
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,  10,   0,0.000000,0.000000,0.000000,1.000000,   8,   0,0.116158,0.000000,0.076667,1.000000,   9,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,   7,   0,0.000000,0.000000,0.000000,1.000000,   9,   0,0.300000,0.000000,0.097440,1.000000,   9,   0
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.200000,0.000000,0.000000,1.000000,   8,   0,0.000000,0.000000,0.000000,1.000000,   9,   0,0.145345,0.000000,0.130601,1.000000,   9,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.100000,0.207809,   9,   0,0.000000,0.000000,0.100000,1.000000,   9,   0,0.209466,0.000000,0.079092,1.000000,   8,   0
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.200000,0.000000,0.000000,1.000000,   9,   0,0.200000,0.000000,0.200000,0.207809,   9,   0,0.131305,0.000000,0.121144,0.207809,   8,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.200000,0.000000,0.000000,1.000000,   7,   0,0.000000,0.000000,0.000000,1.000000,   8,   0,0.171069,0.000000,0.085932,1.000000,   9,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,   8,   1,0.000000,0.000000,0.000000,1.000000,   9,   0,0.128530,0.000000,0.088202,1.000000,  10,   1
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.000000,1.000000,   9,   0,0.200000,0.000000,0.000000,1.000000,   7,   0,0.236324,0.000000,0.077269,1.000000,   9,   0
 3,  10,  10, 100,0.165589,0.082795,  77,  14,0.000000,0.000000,0.100000,0.207809,  10,   0,0.000000,0.000000,0.000000,1.000000,   9,   0,0.188758,0.000000,0.095157,1.000000,   9,   1
